,user,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
31475,1899887,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31476,1854287,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31477,511277,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31478,1107181,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31479,1514486,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31480,1024228,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31481,688807,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31482,490451,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31483,204355,0,0,0,4,0,0,0,0,0,0,0,0,0,0
31484,511163,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31485,1365576,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31486,678417,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31487,435120,3,0,0,0,0,0,0,0,3,0,0,0,0,0
31488,1688102,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31489,938374,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31490,921887,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31491,499360,5,0,0,5,0,0,0,0,5,0,0,0,0,0
31492,1049312,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31493,44318,0,0,0,0,0,0,0,5,0,0,5,0,0,0
31494,715128,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31495,575593,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31496,954233,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31497,1403474,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31498,1105982,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31499,74982,0,0,0,0,0,4,0,4,0,0,0,0,0,0
31500,929114,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31501,15577,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31502,713392,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31503,710530,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31504,291144,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31505,969988,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31506,1794110,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31507,886610,0,3,0,0,0,3,0,3,0,0,0,0,0,0
31508,499092,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31509,1106062,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31510,1045027,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31511,285318,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31512,1379732,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31513,1746213,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31514,1051747,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31515,1017732,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31516,501539,0,3,0,0,0,3,0,3,0,0,0,0,0,0
31517,771691,0,5,0,0,0,5,0,5,0,0,0,0,0,0
31518,154922,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31519,434947,5,0,0,0,0,0,0,0,5,0,0,0,0,0
31520,722189,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31521,1052684,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31522,473131,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31523,661846,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31524,710171,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31525,645634,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31526,1098458,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31527,435687,4,0,0,0,0,0,0,0,0,0,0,0,0,0
31528,1106816,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31529,1837479,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31530,510577,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31531,923184,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31532,70733,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31533,1383536,0,15,0,7,0,4,0,4,0,5,0,0,0,0
31534,1029511,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31535,287852,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31536,1603184,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31537,434882,3,0,0,0,0,0,0,0,3,0,0,0,0,0
31538,1975161,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31539,1106954,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31540,1105984,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31541,1045679,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31542,710618,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31543,1050393,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31544,435576,5,0,0,0,0,0,0,0,5,0,0,0,0,0
31545,1006734,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31546,720721,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31547,1420777,0,14,4,5,0,4,0,5,0,3,0,0,0,0
31548,1808295,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31549,683966,0,0,0,5,0,0,0,0,0,0,0,0,0,0
31550,435192,5,0,0,0,0,0,0,0,5,0,0,0,0,0
31551,435740,5,0,0,0,0,0,0,0,5,0,0,0,0,0
31552,435835,3,0,0,0,0,0,0,0,3,0,0,0,0,0
31553,435142,3,0,0,0,0,0,0,0,3,0,0,0,0,0
31554,1959377,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31555,1815226,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31556,412534,0,0,0,5,0,0,0,0,0,0,0,0,0,0
31557,509673,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31558,2000870,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31559,1674824,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31560,1490396,5,15,0,13,0,7,0,6,5,0,0,0,0,0
31561,1693325,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31562,435537,6,0,0,0,0,0,0,0,6,0,0,0,0,3
31563,882144,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31564,716821,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31565,1779618,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31566,1056312,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31567,712882,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31568,713171,0,0,6,0,3,0,0,0,0,4,0,4,0,4
31569,894551,0,5,0,0,0,5,0,5,0,0,0,0,0,0
31570,1058381,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31571,511747,4,0,0,4,0,0,0,0,4,0,0,0,0,0
31572,708148,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31573,366773,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31574,1108580,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31575,425095,0,0,0,0,0,4,0,0,0,0,0,0,0,0
31576,996289,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31577,49508,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31578,278925,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31579,683243,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31580,1690220,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31581,435458,3,0,0,3,0,0,0,0,3,0,0,0,0,0
31582,172326,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31583,510068,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31584,479471,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31585,1107386,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31586,1351385,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31587,435137,4,0,0,0,0,0,0,0,4,0,0,0,0,0
31588,1059152,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31589,1050524,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31590,1942416,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31591,1074551,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31592,510141,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31593,511326,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31594,1106120,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31595,2101673,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31596,1906506,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31597,435414,5,0,5,5,0,0,0,0,5,0,0,0,0,0
31598,224562,0,0,0,5,0,0,0,0,0,0,0,0,0,0
31599,1030451,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31600,1036233,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31601,1951388,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31602,1213749,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31603,65475,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31604,509574,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31605,1031296,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31606,512604,0,0,0,0,0,0,0,13,0,0,5,0,0,0
31607,892584,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31608,1059647,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31609,511058,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31610,767297,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31611,724904,0,3,0,0,0,3,0,0,0,0,0,0,0,0
31612,389752,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31613,977637,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31614,1051985,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31615,893794,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31616,396328,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31617,706551,0,0,0,0,0,5,0,0,0,0,5,0,0,0
31618,315155,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31619,1234310,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31620,1650912,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31621,125,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31622,892298,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31623,94272,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31624,910864,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31625,1403934,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31626,1782956,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31627,940754,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31628,319109,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31629,1049767,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31630,1686178,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31631,1059660,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31632,927126,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31633,712980,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31634,435618,4,0,0,0,0,0,0,0,4,0,0,0,0,0
31635,675910,0,0,0,0,0,0,0,0,4,0,0,4,0,0
31636,1666087,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31637,648389,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31638,436060,5,0,0,5,0,0,0,0,5,0,0,0,0,0
31639,597730,14,0,0,5,0,0,0,0,14,0,0,5,0,0
31640,1286219,0,4,0,0,0,16,0,9,0,0,0,0,0,0
31641,1812301,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31642,1151824,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31643,1282505,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31644,483171,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31645,2047837,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31646,500905,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31647,902942,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31648,736085,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31649,989098,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31650,175118,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31651,1742679,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31652,1899379,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31653,435634,3,0,0,0,0,0,0,0,3,0,0,0,0,0
31654,2033237,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31655,702478,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31656,519461,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31657,435520,3,0,0,0,0,0,0,0,3,0,0,0,0,0
31658,435243,0,0,0,0,0,8,0,4,4,0,0,0,0,0
31659,1049532,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31660,897158,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31661,658201,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31662,435123,5,0,0,0,0,0,0,0,5,0,0,0,0,0
31663,434928,3,0,0,0,0,0,0,0,3,0,0,0,0,0
31664,725179,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31665,420366,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31666,1340702,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31667,967743,0,0,0,0,0,4,0,4,0,0,0,0,0,0
31668,190195,4,0,0,0,0,0,0,0,4,0,0,0,0,0
31669,944189,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31670,458316,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31671,435066,4,0,0,0,0,0,0,0,4,0,0,0,0,0
31672,1403895,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31673,264878,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31674,2033294,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31675,1155636,0,0,5,0,0,5,0,0,0,0,0,0,0,0
31676,923141,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31677,510251,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31678,713000,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31679,886175,0,5,0,0,0,5,0,5,0,0,0,0,0,0
31680,969975,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31681,929889,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31682,984198,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31683,760625,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31684,435078,0,0,0,0,0,9,0,4,0,0,0,0,0,0
31685,1073314,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31686,1580129,0,4,0,0,0,0,0,4,0,0,0,0,0,0
31687,1817820,0,0,5,0,0,0,0,5,0,0,0,0,0,0
31688,205130,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31689,435511,0,0,5,5,0,0,0,0,0,0,0,0,0,0
31690,2099469,0,0,0,0,0,4,0,0,0,0,0,0,0,0
31691,669640,0,0,0,0,0,0,0,0,3,0,0,3,0,0
31692,1060038,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31693,276873,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31694,460024,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31695,463882,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31696,435812,5,0,0,0,0,0,0,0,5,0,0,0,0,0
31697,1048841,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31698,1469420,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31699,117876,0,0,0,3,0,0,0,0,0,0,0,0,0,0
31700,1397213,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31701,758409,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31702,457527,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31703,1863277,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31704,1050401,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31705,1802806,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31706,1107392,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31707,1701623,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31708,512842,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31709,512034,0,0,0,0,0,0,0,7,0,0,0,0,0,0
31710,2007946,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31711,1045320,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31712,1055112,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31713,900920,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31714,1686019,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31715,435310,3,0,0,0,0,0,0,0,3,0,0,0,0,0
31716,511411,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31717,1845096,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31718,697008,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31719,494280,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31720,763313,0,5,0,0,0,5,0,5,0,0,0,0,0,0
31721,688754,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31722,1983236,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31723,394582,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31724,435141,9,0,0,0,0,0,0,0,9,0,0,0,0,0
31725,1605578,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31726,511073,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31727,715762,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31728,511939,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31729,512542,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31730,1044167,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31731,379699,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31732,491304,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31733,510056,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31734,1814813,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31735,23794,0,0,0,0,0,4,0,4,0,0,0,0,0,0
31736,714577,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31737,509562,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31738,98471,4,0,0,0,0,0,0,0,4,0,0,0,0,0
31739,435476,5,0,0,0,0,0,0,0,5,0,0,0,0,0
31740,1358755,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31741,1106239,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31742,511732,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31743,726620,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31744,710225,0,0,0,0,0,4,0,4,0,0,0,0,0,0
31745,692045,0,0,0,0,0,4,0,0,0,0,4,0,0,0
31746,1172440,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31747,415193,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31748,510609,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31749,1780946,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31750,969800,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31751,723195,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31752,939495,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31753,29733,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31754,725058,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31755,510307,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31756,1442163,0,0,0,0,0,4,0,0,0,0,0,0,0,0
31757,1270702,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31758,321331,4,0,0,4,0,0,0,0,4,0,0,0,0,0
31759,242595,0,0,0,0,0,4,0,4,0,0,0,0,0,0
31760,1105782,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31761,1052576,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31762,1019484,0,3,0,0,0,0,0,8,0,5,0,5,0,9
31763,187184,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31764,417702,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31765,559901,0,0,0,5,0,0,0,0,0,0,0,0,0,0
31766,1105873,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31767,321173,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31768,500435,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31769,984076,0,4,0,0,0,4,0,0,0,0,0,0,0,0
31770,719797,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31771,1044901,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31772,905399,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31773,1053918,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31774,437748,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31775,1107107,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31776,509882,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31777,1940631,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31778,289537,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31779,511603,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31780,2077608,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31781,1523895,0,0,0,0,0,4,0,0,0,0,0,0,0,0
31782,1821500,0,7,4,0,0,12,0,8,0,0,0,0,0,0
31783,511169,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31784,2029260,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31785,1050925,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31786,512081,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31787,1764786,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31788,501844,3,0,0,3,0,0,0,0,3,0,0,0,0,0
31789,793712,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31790,512811,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31791,978816,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31792,1578258,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31793,658380,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31794,1503322,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31795,510582,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31796,1024110,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31797,1060780,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31798,388519,0,0,0,4,0,0,0,0,0,0,0,0,0,0
31799,2083457,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31800,718125,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31801,751401,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31802,976569,0,0,0,0,0,4,0,4,0,0,0,0,0,0
31803,1052670,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31804,1060488,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31805,1654696,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31806,700926,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31807,1058002,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31808,510597,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31809,632012,0,0,0,0,0,5,0,5,0,0,0,0,0,0
31810,253469,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31811,1905059,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31812,621899,6,10,0,7,0,0,0,3,6,0,0,0,0,0
31813,2083394,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31814,511092,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31815,512133,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31816,705847,0,3,0,0,0,3,0,3,0,0,0,0,0,0
31817,1049225,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31818,387225,3,0,0,0,0,0,0,0,3,0,0,0,0,0
31819,2000597,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31820,675125,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31821,1680370,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31822,2074540,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31823,506566,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31824,1060898,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31825,757087,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31826,511267,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31827,421751,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31828,1627252,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31829,145102,4,0,0,0,0,0,0,0,4,0,0,0,0,0
31830,494673,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31831,1808014,0,0,0,0,0,5,0,0,0,0,0,0,0,0
31832,435434,0,0,0,3,0,0,0,0,0,0,0,0,0,0
31833,709735,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31834,368489,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31835,444874,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31836,1697790,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31837,670137,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31838,461423,0,0,0,5,0,0,0,0,0,0,0,0,0,0
31839,876841,0,0,13,3,0,0,0,8,0,0,0,5,0,5
31840,510816,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31841,1055977,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31842,1148806,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31843,722315,0,0,0,0,0,4,0,4,0,0,0,0,0,0
31844,507475,3,0,0,3,0,0,0,0,3,0,0,0,0,0
31845,511845,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31846,779595,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31847,406636,0,3,0,0,0,3,0,7,0,0,0,0,0,0
31848,1708278,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31849,1887627,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31850,725595,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31851,511585,0,0,0,0,0,0,0,4,0,0,4,0,0,0
31852,177687,0,0,0,0,0,0,0,3,0,0,0,0,0,0
31853,1579230,0,0,5,0,0,0,0,0,0,0,0,0,0,0
31854,1107312,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31855,475637,5,0,0,5,0,0,0,0,5,0,0,0,0,0
31856,2064372,0,0,0,0,0,4,0,0,0,0,0,0,0,0
31857,876558,0,5,0,0,0,5,0,5,0,0,0,0,0,0
31858,715451,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31859,457090,0,0,0,0,0,0,0,0,0,4,0,0,0,0
31860,1689440,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31861,783419,0,3,0,0,0,3,0,3,0,0,0,0,0,0
31862,1046579,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31863,178210,0,0,0,0,0,0,0,4,0,0,0,0,0,0
31864,998379,0,0,0,0,0,4,0,4,0,0,0,0,0,0
31865,275832,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31866,778070,0,5,0,0,0,5,0,5,0,0,0,0,0,0
31867,552971,0,4,0,0,0,4,0,4,0,0,0,0,0,0
31868,704953,0,0,0,0,0,0,0,0,0,3,0,0,0,0
31869,1050039,0,0,5,0,0,0,0,0,0,0,0,0,0,5
31870,790783,0,3,0,0,0,3,0,3,0,0,0,0,0,0
31871,1050566,0,0,3,0,0,0,0,0,0,0,0,0,0,3
31872,237857,0,0,4,0,0,0,0,0,0,0,0,0,0,4
31873,1006451,0,0,0,0,0,3,0,3,0,0,0,0,0,0
31874,270474,0,0,0,0,0,0,0,0,0,5,0,0,0,0
31875,710609,0,0,0,0,0,3,0,0,0,0,3,0,0,0
31876,1982233,0,0,0,0,0,4,0,0,0,0,0,0,0,0
31877,1455320,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31878,398950,0,4,0,0,0,4,0,4,0,0,0,0,0,0
